No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,pm25_24h,aqi_class,hour_sin,hour_cos,dayofweek,is_weekend,PM10_lag1,SO2_lag1,NO2_lag1,CO_lag1,O3_lag1,TEMP_lag1,PRES_lag1,DEWP_lag1,RAIN_lag1,WSPM_lag1,PM10_lag3,SO2_lag3,NO2_lag3,CO_lag3,O3_lag3,TEMP_lag3,PRES_lag3,DEWP_lag3,RAIN_lag3,WSPM_lag3,PM10_lag24,SO2_lag24,NO2_lag24,CO_lag24,O3_lag24,TEMP_lag24,PRES_lag24,DEWP_lag24,RAIN_lag24,WSPM_lag24,is_labeled,date,pm25_lag_1,pm25_lag_2,y_pred,aqi_label,is_alert
51,2013,3,3,2,84.0,106.0,66.0,74.0,3799.0,5.0,-3.1,1016.2,-11.1,0.0,9,0.8,Gucheng,2013-03-03 02:00:00,45.0,2,0.49999999999999994,0.8660254037844387,6,1,99.0,66.0,85.0,3000.0,5.0,-2.6,1017.6,-10.9,0.0,0.2,108.0,71.0,97.0,2600.0,5.0,-1.9,1019.2,-11.5,0.0,0.0,29.0,30.0,13.0,1100.0,47.0,-0.8,1028.8,-18.0,0.0,1.4,False,2013-03-03,80.0,81.0,2,Unhealthy,True
54,2013,3,3,5,101.0,135.0,64.0,87.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,3,0.8,Aotizhongxin,2013-03-03 05:00:00,54.875,2,0.9659258262890683,0.25881904510252074,6,1,136.0,79.0,92.0,2799.0,2.0,-4.3,1016.9,-11.8,0.0,0.9,132.0,98.0,99.0,2399.0,2.0,-2.8,1018.3,-12.3,0.0,1.4,11.0,19.0,70.0,500.0,20.0,-1.8,1030.1,-17.5,0.0,2.0,False,2013-03-03,106.0,105.0,2,Unhealthy,True
56,2013,3,3,7,82.0,110.0,46.0,53.0,2899.0,4.0,-2.5,1014.7,-10.3,0.0,10,0.9,Gucheng,2013-03-03 07:00:00,58.458333333333336,2,0.9659258262890683,-0.25881904510252063,6,1,94.0,47.0,65.0,3700.0,4.0,-4.7,1014.4,-11.5,0.0,0.9,92.0,42.0,39.0,2100.0,10.0,-4.2,1014.9,-11.2,0.0,0.0,6.0,19.0,11.0,1100.0,52.0,-1.3,1028.0,-17.9,0.0,0.6,False,2013-03-03,76.0,54.0,2,Unhealthy,True
55,2013,3,3,6,91.0,142.0,67.0,87.0,2100.0,2.0,-5.8,1016.2,-11.0,0.0,5,0.8,Aotizhongxin,2013-03-03 06:00:00,58.5,2,1.0,6.123233995736766e-17,6,1,135.0,64.0,87.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,0.8,129.0,88.0,100.0,2500.0,2.0,-2.6,1017.2,-13.2,0.0,1.2,10.0,28.0,46.0,500.0,39.0,-2.5,1029.6,-17.7,0.0,0.7,False,2013-03-03,101.0,106.0,2,Unhealthy,True
57,2013,3,3,8,77.0,110.0,123.0,90.0,2299.0,2.0,0.7,1016.2,-13.0,0.0,5,2.3,Aotizhongxin,2013-03-03 08:00:00,64.75,2,0.8660254037844387,-0.4999999999999998,6,1,116.0,83.0,91.0,2000.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,135.0,64.0,87.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,0.8,7.0,21.0,49.0,500.0,43.0,-0.4,1029.6,-17.6,0.0,1.8,False,2013-03-03,79.0,91.0,2,Unhealthy,True
62,2013,3,3,13,92.0,133.0,42.0,87.0,1500.0,32.0,16.0,1011.5,-13.5,0.0,13,5.9,Guanyuan,2013-03-03 13:00:00,76.58333333333333,2,-0.2588190451025208,-0.9659258262890683,6,1,143.0,90.0,116.0,2500.0,15.0,13.8,1012.5,-13.3,0.0,1.1,124.0,161.0,104.0,2500.0,7.0,6.5,1014.9,-13.2,0.0,1.3,25.0,15.0,51.0,600.0,47.0,3.3,1025.7,-16.4,0.0,1.5,False,2013-03-03,104.0,98.0,2,Unhealthy,True
61,2013,3,3,12,104.0,143.0,90.0,116.0,2500.0,15.0,13.8,1012.5,-13.3,0.0,13,1.1,Guanyuan,2013-03-03 12:00:00,73.625,2,1.2246467991473532e-16,-1.0,6,1,123.0,130.0,111.0,2600.0,10.0,11.4,1013.8,-10.8,0.0,0.9,115.0,131.0,102.0,2700.0,3.0,3.5,1015.8,-13.8,0.0,0.4,18.0,18.0,68.0,800.0,30.0,2.7,1027.3,-16.4,0.0,2.7,False,2013-03-03,98.0,90.0,2,Unhealthy,True
60,2013,3,3,11,98.0,123.0,130.0,111.0,2600.0,10.0,11.4,1013.8,-10.8,0.0,2,0.9,Guanyuan,2013-03-03 11:00:00,69.875,2,0.258819045102521,-0.9659258262890682,6,1,124.0,161.0,104.0,2500.0,7.0,6.5,1014.9,-13.2,0.0,1.3,102.0,78.0,98.0,2600.0,2.0,0.7,1016.2,-13.0,0.0,2.3,11.0,17.0,62.0,700.0,32.0,2.2,1028.2,-16.8,0.0,3.1,False,2013-03-03,90.0,82.0,2,Unhealthy,True
59,2013,3,3,10,90.0,124.0,161.0,104.0,2500.0,7.0,6.5,1014.9,-13.2,0.0,3,1.3,Guanyuan,2013-03-03 10:00:00,65.91666666666667,2,0.49999999999999994,-0.8660254037844387,6,1,115.0,131.0,102.0,2700.0,3.0,3.5,1015.8,-13.8,0.0,0.4,100.0,75.0,100.0,2500.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,6.0,14.0,48.0,500.0,44.0,1.7,1028.9,-16.3,0.0,1.6,False,2013-03-03,82.0,79.0,2,Unhealthy,True
58,2013,3,3,9,82.0,115.0,131.0,102.0,2700.0,3.0,3.5,1015.8,-13.8,0.0,5,0.4,Guanyuan,2013-03-03 09:00:00,62.291666666666664,2,0.7071067811865476,-0.7071067811865475,6,1,102.0,78.0,98.0,2600.0,2.0,0.7,1016.2,-13.0,0.0,2.3,94.0,62.0,97.0,2600.0,2.0,-5.8,1016.2,-11.0,0.0,0.8,8.0,10.0,42.0,400.0,49.0,0.6,1029.7,-16.7,0.0,1.7,False,2013-03-03,79.0,82.0,2,Unhealthy,True
57,2013,3,3,8,79.0,102.0,78.0,98.0,2600.0,2.0,0.7,1016.2,-13.0,0.0,5,2.3,Guanyuan,2013-03-03 08:00:00,59.0,2,0.8660254037844387,-0.4999999999999998,6,1,100.0,75.0,100.0,2500.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,95.0,80.0,96.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,0.8,6.0,27.0,70.0,600.0,21.0,-0.4,1029.6,-17.6,0.0,1.8,False,2013-03-03,82.0,83.0,2,Unhealthy,True
56,2013,3,3,7,82.0,100.0,75.0,100.0,2500.0,2.0,-3.1,1016.5,-11.1,0.0,4,1.5,Guanyuan,2013-03-03 07:00:00,55.833333333333336,2,0.9659258262890683,-0.25881904510252063,6,1,94.0,62.0,97.0,2600.0,2.0,-5.8,1016.2,-11.0,0.0,0.8,104.0,116.0,100.0,2200.0,2.0,-4.3,1016.9,-11.8,0.0,0.9,6.0,27.0,72.0,600.0,17.0,-1.7,1029.8,-17.0,0.0,1.2,False,2013-03-03,83.0,86.0,2,Unhealthy,True
55,2013,3,3,6,83.0,94.0,62.0,97.0,2600.0,2.0,-5.8,1016.2,-11.0,0.0,5,0.8,Guanyuan,2013-03-03 06:00:00,52.541666666666664,2,1.0,6.123233995736766e-17,6,1,95.0,80.0,96.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,0.8,126.0,131.0,105.0,2600.0,2.0,-2.6,1017.2,-13.2,0.0,1.2,6.0,13.0,59.0,500.0,30.0,-2.5,1029.6,-17.7,0.0,0.7,False,2013-03-03,86.0,98.0,2,Unhealthy,True
54,2013,3,3,5,86.0,95.0,80.0,96.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,3,0.8,Guanyuan,2013-03-03 05:00:00,49.208333333333336,2,0.9659258262890683,0.25881904510252074,6,1,104.0,116.0,100.0,2200.0,2.0,-4.3,1016.9,-11.8,0.0,0.9,113.0,122.0,106.0,3200.0,2.0,-2.8,1018.3,-12.3,0.0,1.4,6.0,15.0,59.0,500.0,32.0,-1.8,1030.1,-17.5,0.0,2.0,False,2013-03-03,98.0,113.0,2,Unhealthy,True
53,2013,3,3,4,98.0,104.0,116.0,100.0,2200.0,2.0,-4.3,1016.9,-11.8,0.0,5,0.9,Guanyuan,2013-03-03 04:00:00,45.75,2,0.8660254037844386,0.5000000000000001,6,1,126.0,131.0,105.0,2600.0,2.0,-2.6,1017.2,-13.2,0.0,1.2,104.0,92.0,106.0,2399.0,2.0,-2.0,1019.4,-13.2,0.0,1.2,6.0,9.0,,400.0,51.0,-1.5,1030.8,-17.7,0.0,0.9,False,2013-03-03,113.0,103.0,2,Unhealthy,True
52,2013,3,3,3,113.0,126.0,131.0,105.0,2600.0,2.0,-2.6,1017.2,-13.2,0.0,4,1.2,Guanyuan,2013-03-03 03:00:00,41.791666666666664,2,0.7071067811865476,0.7071067811865476,6,1,113.0,122.0,106.0,3200.0,2.0,-2.8,1018.3,-12.3,0.0,1.4,93.0,69.0,106.0,1899.0,2.0,-1.4,1020.4,-13.0,0.0,1.2,6.0,12.0,32.0,,79.0,-1.4,1030.6,-17.6,0.0,1.4,False,2013-03-03,103.0,93.0,2,Unhealthy,True
51,2013,3,3,2,103.0,113.0,122.0,106.0,3200.0,2.0,-2.8,1018.3,-12.3,0.0,4,1.4,Guanyuan,2013-03-03 02:00:00,37.208333333333336,2,0.49999999999999994,0.8660254037844387,6,1,104.0,92.0,106.0,2399.0,2.0,-2.0,1019.4,-13.2,0.0,1.2,88.0,50.0,104.0,1700.0,2.0,-0.8,1021.1,-13.4,0.0,1.3,6.0,,26.0,400.0,62.0,-1.5,1030.9,-16.9,0.0,1.7,False,2013-03-03,93.0,77.0,2,Unhealthy,True
50,2013,3,3,1,93.0,104.0,92.0,106.0,2399.0,2.0,-2.0,1019.4,-13.2,0.0,4,1.2,Guanyuan,2013-03-03 01:00:00,33.083333333333336,2,0.25881904510252074,0.9659258262890683,6,1,93.0,69.0,106.0,1899.0,2.0,-1.4,1020.4,-13.0,0.0,1.2,102.0,51.0,108.0,1899.0,2.0,-0.6,1022.3,-13.9,0.0,1.4,8.0,14.0,33.0,400.0,57.0,-1.0,1031.3,-17.3,0.0,1.1,False,2013-03-03,77.0,79.0,2,Unhealthy,True
49,2013,3,3,0,77.0,93.0,69.0,106.0,1899.0,2.0,-1.4,1020.4,-13.0,0.0,5,1.2,Guanyuan,2013-03-03 00:00:00,29.333333333333332,2,0.0,1.0,6,1,88.0,50.0,104.0,1700.0,2.0,-0.8,1021.1,-13.4,0.0,1.3,98.0,57.0,106.0,1700.0,2.0,0.6,1022.6,-14.2,0.0,1.3,15.0,16.0,44.0,500.0,46.0,-0.4,1031.0,-17.6,0.0,1.4,False,2013-03-03,79.0,86.0,2,Unhealthy,True
56,2013,3,3,7,79.0,116.0,83.0,91.0,2000.0,2.0,-3.1,1016.5,-11.1,0.0,4,1.5,Aotizhongxin,2013-03-03 07:00:00,61.666666666666664,2,0.9659258262890683,-0.25881904510252063,6,1,142.0,67.0,87.0,2100.0,2.0,-5.8,1016.2,-11.0,0.0,0.8,136.0,79.0,92.0,2799.0,2.0,-4.3,1016.9,-11.8,0.0,0.9,11.0,34.0,58.0,500.0,27.0,-1.7,1029.8,-17.0,0.0,1.2,False,2013-03-03,91.0,101.0,2,Unhealthy,True
69,2013,3,3,20,138.0,234.0,60.0,144.0,2399.0,2.0,11.7,1013.5,-12.6,0.0,3,0.9,Guanyuan,2013-03-03 20:00:00,83.91666666666667,2,-0.8660254037844386,0.5000000000000001,6,1,187.0,67.0,146.0,2100.0,6.0,12.2,1013.4,-13.7,0.0,2.0,121.0,34.0,79.0,1100.0,52.0,13.1,1011.1,-10.1,0.0,1.7,90.0,57.0,100.0,1399.0,5.0,1.2,1022.9,-14.1,0.0,1.2,False,2013-03-03,92.0,65.0,2,Unhealthy,True
58,2013,3,3,9,83.0,119.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,5,0.4,Aotizhongxin,2013-03-03 09:00:00,67.79166666666667,2,0.7071067811865476,-0.7071067811865475,6,1,110.0,123.0,90.0,2299.0,2.0,0.7,1016.2,-13.0,0.0,2.3,142.0,67.0,87.0,2100.0,2.0,-5.8,1016.2,-11.0,0.0,0.8,14.0,47.0,62.0,700.0,29.0,0.6,1029.7,-16.7,0.0,1.7,False,2013-03-03,77.0,79.0,2,Unhealthy,True
59,2013,3,3,10,94.0,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,3,1.3,Aotizhongxin,2013-03-03 10:00:00,71.25,2,0.49999999999999994,-0.8660254037844387,6,1,119.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,0.4,116.0,83.0,91.0,2000.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,19.0,36.0,60.0,600.0,34.0,1.7,1028.9,-16.3,0.0,1.6,False,2013-03-03,83.0,77.0,2,Unhealthy,True
60,2013,3,3,11,96.0,117.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,2,0.9,Aotizhongxin,2013-03-03 11:00:00,74.5,2,0.258819045102521,-0.9659258262890682,6,1,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,1.3,110.0,123.0,90.0,2299.0,2.0,0.7,1016.2,-13.0,0.0,2.3,29.0,36.0,70.0,800.0,27.0,2.2,1028.2,-16.8,0.0,3.1,False,2013-03-03,94.0,83.0,2,Unhealthy,True
61,2013,3,3,12,91.0,108.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,13,1.1,Aotizhongxin,2013-03-03 12:00:00,77.20833333333333,2,1.2246467991473532e-16,-1.0,6,1,117.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,0.9,119.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,0.4,30.0,25.0,76.0,900.0,22.0,2.7,1027.3,-16.4,0.0,2.7,False,2013-03-03,96.0,94.0,2,Unhealthy,True
62,2013,3,3,13,98.0,134.0,50.0,81.0,1200.0,33.0,16.0,1011.5,-13.5,0.0,13,5.9,Aotizhongxin,2013-03-03 13:00:00,80.25,2,-0.2588190451025208,-0.9659258262890683,6,1,108.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,1.1,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,1.3,33.0,20.0,57.0,700.0,39.0,3.3,1025.7,-16.4,0.0,1.5,False,2013-03-03,91.0,96.0,2,Unhealthy,True
70,2013,3,3,21,117.0,181.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,3,0.0,Aotizhongxin,2013-03-03 21:00:00,80.0,2,-0.7071067811865477,0.7071067811865474,6,1,175.0,64.0,135.0,2000.0,4.0,11.7,1013.5,-12.6,0.0,0.9,82.0,8.0,27.0,500.0,66.0,8.7,1012.3,-11.3,0.0,1.6,103.0,72.0,107.0,1399.0,2.0,0.6,1022.6,-14.2,0.0,1.3,False,2013-03-03,60.0,19.0,2,Unhealthy,True
71,2013,3,3,22,54.0,105.0,28.0,90.0,1200.0,2.0,3.1,1014.1,-10.2,0.0,5,1.8,Aotizhongxin,2013-03-03 22:00:00,78.875,1,-0.5000000000000004,0.8660254037844384,6,1,181.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,0.0,71.0,26.0,98.0,1300.0,11.0,12.2,1013.4,-13.7,0.0,2.0,113.0,84.0,110.0,1500.0,3.0,-0.6,1022.3,-13.9,0.0,1.4,False,2013-03-03,117.0,60.0,2,Unhealthy,True
70,2013,3,3,21,143.0,216.0,14.0,95.0,1300.0,8.0,5.3,1013.6,-10.9,0.0,3,0.0,Guanyuan,2013-03-03 21:00:00,86.58333333333333,2,-0.7071067811865477,0.7071067811865474,6,1,234.0,60.0,144.0,2399.0,2.0,11.7,1013.5,-12.6,0.0,0.9,135.0,42.0,99.0,1399.0,35.0,8.7,1012.3,-11.3,0.0,1.6,98.0,57.0,106.0,1700.0,2.0,0.6,1022.6,-14.2,0.0,1.3,False,2013-03-03,138.0,92.0,2,Unhealthy,True
58,2013,3,3,9,118.0,137.0,91.0,102.0,2600.0,6.0,4.0,1017.6,-13.4,0.0,9,0.6,Nongzhanguan,2013-03-03 09:00:00,76.79166666666667,2,0.7071067811865476,-0.7071067811865475,6,1,137.0,88.0,105.0,3200.0,5.0,1.2,1018.1,-13.7,0.0,0.8,122.0,83.0,106.0,3399.0,6.0,-5.4,1018.3,-11.3,0.0,0.0,13.0,26.0,39.0,500.0,54.0,0.1,1031.7,-18.1,0.0,0.5,False,2013-03-03,122.0,118.0,2,Unhealthy,True
68,2013,3,3,19,150.0,268.0,60.0,81.0,2100.0,40.0,13.8,1011.3,-13.3,0.0,13,1.2,Gucheng,2013-03-03 19:00:00,87.58333333333333,2,-0.9659258262890684,0.2588190451025203,6,1,178.0,81.0,90.0,2299.0,51.0,14.6,1010.1,-13.6,0.0,4.4,112.0,20.0,6.0,1100.0,79.0,15.8,1008.4,-11.7,0.0,1.9,102.0,62.0,62.0,1899.0,26.0,1.4,1021.1,-13.5,0.0,0.7,False,2013-03-03,78.0,44.0,2,Unhealthy,True
63,2013,3,3,14,84.0,114.0,25.0,67.0,900.0,40.0,16.7,1010.8,-14.0,0.0,14,4.3,Wanliu,2013-03-03 14:00:00,83.29166666666667,2,-0.4999999999999997,-0.8660254037844388,6,1,147.0,60.0,102.0,1899.0,11.0,16.0,1011.5,-13.5,0.0,5.9,135.0,78.0,98.0,2399.0,2.0,11.4,1013.8,-10.8,0.0,0.9,36.0,23.0,63.0,700.0,31.0,3.8,1024.8,-16.0,0.0,1.3,False,2013-03-03,107.0,101.0,2,Unhealthy,True
62,2013,3,3,13,107.0,147.0,60.0,102.0,1899.0,11.0,16.0,1011.5,-13.5,0.0,13,5.9,Wanliu,2013-03-03 13:00:00,81.125,2,-0.2588190451025208,-0.9659258262890683,6,1,134.0,79.0,109.0,2500.0,2.0,13.8,1012.5,-13.3,0.0,1.1,147.0,90.0,94.0,2600.0,2.0,6.5,1014.9,-13.2,0.0,1.3,27.0,28.0,68.0,700.0,25.0,3.3,1025.7,-16.4,0.0,1.5,False,2013-03-03,101.0,97.0,2,Unhealthy,True
61,2013,3,3,12,101.0,134.0,79.0,109.0,2500.0,2.0,13.8,1012.5,-13.3,0.0,13,1.1,Wanliu,2013-03-03 12:00:00,77.45833333333333,2,1.2246467991473532e-16,-1.0,6,1,135.0,78.0,98.0,2399.0,2.0,11.4,1013.8,-10.8,0.0,0.9,181.0,97.0,89.0,3299.0,2.0,3.5,1015.8,-13.8,0.0,0.4,18.0,24.0,73.0,800.0,17.0,2.7,1027.3,-16.4,0.0,2.7,True,2013-03-03,97.0,100.0,2,Unhealthy,True
60,2013,3,3,11,97.0,135.0,78.0,98.0,2399.0,2.0,11.4,1013.8,-10.8,0.0,2,0.9,Wanliu,2013-03-03 11:00:00,73.91666666666667,2,0.258819045102521,-0.9659258262890682,6,1,147.0,90.0,94.0,2600.0,2.0,6.5,1014.9,-13.2,0.0,1.3,171.0,51.0,82.0,4400.0,2.0,0.7,1016.2,-13.0,0.0,2.3,13.0,23.0,74.0,700.0,12.0,2.2,1028.2,-16.8,0.0,3.1,False,2013-03-03,100.0,108.0,2,Unhealthy,True
59,2013,3,3,10,100.0,147.0,90.0,94.0,2600.0,2.0,6.5,1014.9,-13.2,0.0,3,1.3,Wanliu,2013-03-03 10:00:00,70.125,2,0.49999999999999994,-0.8660254037844387,6,1,181.0,97.0,89.0,3299.0,2.0,3.5,1015.8,-13.8,0.0,0.4,140.0,45.0,83.0,3799.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,10.0,31.0,72.0,600.0,14.0,1.7,1028.9,-16.3,0.0,1.6,False,2013-03-03,108.0,100.0,2,Unhealthy,True
57,2013,3,3,8,100.0,171.0,51.0,82.0,4400.0,2.0,0.7,1016.2,-13.0,0.0,5,2.3,Wanliu,2013-03-03 08:00:00,61.708333333333336,2,0.8660254037844387,-0.4999999999999998,6,1,140.0,45.0,83.0,3799.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,102.0,48.0,89.0,2299.0,2.0,-5.6,1016.3,-10.9,0.0,0.8,6.0,40.0,68.0,600.0,15.0,-0.4,1029.6,-17.6,0.0,1.8,False,2013-03-03,90.0,81.0,2,Unhealthy,True
56,2013,3,3,7,90.0,140.0,45.0,83.0,3799.0,2.0,-3.1,1016.5,-11.1,0.0,4,1.5,Wanliu,2013-03-03 07:00:00,57.666666666666664,2,0.9659258262890683,-0.25881904510252063,6,1,107.0,50.0,86.0,2899.0,2.0,-5.8,1016.2,-11.0,0.0,0.8,130.0,54.0,88.0,2500.0,2.0,-4.3,1016.9,-11.8,0.0,0.9,14.0,46.0,72.0,600.0,10.0,-1.7,1029.8,-17.0,0.0,1.2,False,2013-03-03,81.0,79.0,2,Unhealthy,True
55,2013,3,3,6,81.0,107.0,50.0,86.0,2899.0,2.0,-5.8,1016.2,-11.0,0.0,5,0.8,Wanliu,2013-03-03 06:00:00,54.041666666666664,2,1.0,6.123233995736766e-17,6,1,102.0,48.0,89.0,2299.0,2.0,-5.6,1016.3,-10.9,0.0,0.8,147.0,55.0,88.0,2799.0,2.0,-2.6,1017.2,-13.2,0.0,1.2,12.0,26.0,71.0,600.0,8.0,-2.5,1029.6,-17.7,0.0,0.7,True,2013-03-03,79.0,89.0,2,Unhealthy,True
54,2013,3,3,5,79.0,102.0,48.0,89.0,2299.0,2.0,-5.6,1016.3,-10.9,0.0,3,0.8,Wanliu,2013-03-03 05:00:00,50.833333333333336,2,0.9659258262890683,0.25881904510252074,6,1,130.0,54.0,88.0,2500.0,2.0,-4.3,1016.9,-11.8,0.0,0.9,142.0,72.0,94.0,2899.0,2.0,-2.8,1018.3,-12.3,0.0,1.4,6.0,26.0,66.0,500.0,15.0,-1.8,1030.1,-17.5,0.0,2.0,False,2013-03-03,89.0,96.0,2,Unhealthy,True
53,2013,3,3,4,89.0,130.0,54.0,88.0,2500.0,2.0,-4.3,1016.9,-11.8,0.0,5,0.9,Wanliu,2013-03-03 04:00:00,47.666666666666664,2,0.8660254037844386,0.5000000000000001,6,1,147.0,55.0,88.0,2799.0,2.0,-2.6,1017.2,-13.2,0.0,1.2,145.0,78.0,97.0,3000.0,2.0,-2.0,1019.4,-13.2,0.0,1.2,6.0,12.0,53.0,400.0,31.0,-1.5,1030.8,-17.7,0.0,0.9,False,2013-03-03,96.0,106.0,2,Unhealthy,True
52,2013,3,3,3,96.0,147.0,55.0,88.0,2799.0,2.0,-2.6,1017.2,-13.2,0.0,4,1.2,Wanliu,2013-03-03 03:00:00,44.083333333333336,2,0.7071067811865476,0.7071067811865476,6,1,142.0,72.0,94.0,2899.0,2.0,-2.8,1018.3,-12.3,0.0,1.4,127.0,69.0,98.0,2799.0,2.0,-1.4,1020.4,-13.0,0.0,1.2,9.0,16.0,53.0,400.0,30.0,-1.4,1030.6,-17.6,0.0,1.4,False,2013-03-03,106.0,104.0,2,Unhealthy,True
58,2013,3,3,9,108.0,181.0,97.0,89.0,3299.0,2.0,3.5,1015.8,-13.8,0.0,5,0.4,Wanliu,2013-03-03 09:00:00,66.08333333333333,2,0.7071067811865476,-0.7071067811865475,6,1,171.0,51.0,82.0,4400.0,2.0,0.7,1016.2,-13.0,0.0,2.3,107.0,50.0,86.0,2899.0,2.0,-5.8,1016.2,-11.0,0.0,0.8,12.0,28.0,66.0,600.0,19.0,0.6,1029.7,-16.7,0.0,1.7,False,2013-03-03,100.0,90.0,2,Unhealthy,True
69,2013,3,3,20,145.0,294.0,39.0,97.0,1300.0,11.0,11.7,1013.5,-12.6,0.0,3,0.9,Wanliu,2013-03-03 20:00:00,85.79166666666667,2,-0.8660254037844386,0.5000000000000001,6,1,196.0,69.0,131.0,1899.0,2.0,12.2,1013.4,-13.7,0.0,2.0,132.0,21.0,67.0,700.0,42.0,13.1,1011.1,-10.1,0.0,1.7,108.0,55.0,101.0,1500.0,2.0,1.2,1022.9,-14.1,0.0,1.2,False,2013-03-03,68.0,41.0,2,Unhealthy,True
51,2013,3,3,2,84.0,92.0,42.0,84.0,2000.0,4.0,-3.8,1020.7,-11.1,0.0,7,0.2,Shunyi,2013-03-03 02:00:00,44.833333333333336,2,0.49999999999999994,0.8660254037844387,6,1,118.0,40.0,81.0,1899.0,3.0,-2.1,1021.9,-12.2,0.0,1.0,136.0,70.0,88.0,2600.0,4.0,-0.9,1023.9,-14.8,0.0,1.6,4.0,3.0,8.0,300.0,77.0,-1.6,1033.3,-18.2,0.0,2.1,False,2013-03-03,96.0,125.0,2,Unhealthy,True
52,2013,3,3,3,80.0,90.0,25.0,85.0,2000.0,4.0,-4.6,1019.9,-10.2,0.0,3,0.1,Shunyi,2013-03-03 03:00:00,47.833333333333336,2,0.7071067811865476,0.7071067811865476,6,1,92.0,42.0,84.0,2000.0,4.0,-3.8,1020.7,-11.1,0.0,0.2,153.0,45.0,85.0,2600.0,4.0,-1.2,1022.9,-13.4,0.0,1.4,8.0,3.0,8.0,300.0,77.0,-2.0,1033.0,-18.1,0.0,1.4,False,2013-03-03,84.0,96.0,2,Unhealthy,True
53,2013,3,3,4,81.0,92.0,11.0,82.0,3000.0,5.0,-3.8,1019.5,-10.9,0.0,3,1.1,Shunyi,2013-03-03 04:00:00,50.958333333333336,2,0.8660254037844386,0.5000000000000001,6,1,90.0,25.0,85.0,2000.0,4.0,-4.6,1019.9,-10.2,0.0,0.1,118.0,40.0,81.0,1899.0,3.0,-2.1,1021.9,-12.2,0.0,1.0,6.0,3.0,8.0,300.0,78.0,-2.5,1033.0,-17.7,0.0,1.7,False,2013-03-03,80.0,84.0,2,Unhealthy,True
54,2013,3,3,5,120.0,106.0,10.0,76.0,3000.0,4.0,-5.3,1019.0,-9.9,0.0,5,1.1,Shunyi,2013-03-03 05:00:00,55.708333333333336,2,0.9659258262890683,0.25881904510252074,6,1,92.0,11.0,82.0,3000.0,5.0,-3.8,1019.5,-10.9,0.0,1.1,92.0,42.0,84.0,2000.0,4.0,-3.8,1020.7,-11.1,0.0,0.2,6.0,9.0,31.0,500.0,52.0,-3.1,1032.6,-17.1,0.0,0.7,False,2013-03-03,81.0,80.0,2,Unhealthy,True
55,2013,3,3,6,88.0,108.0,10.0,73.0,2500.0,3.0,-4.1,1018.7,-11.4,0.0,7,0.8,Shunyi,2013-03-03 06:00:00,59.208333333333336,2,1.0,6.123233995736766e-17,6,1,106.0,10.0,76.0,3000.0,4.0,-5.3,1019.0,-9.9,0.0,1.1,90.0,25.0,85.0,2000.0,4.0,-4.6,1019.9,-10.2,0.0,0.1,6.0,13.0,33.0,700.0,45.0,-2.8,1031.8,-17.2,0.0,0.9,False,2013-03-03,120.0,81.0,2,Unhealthy,True
56,2013,3,3,7,92.0,97.0,8.0,67.0,3500.0,3.0,-2.6,1019.4,-11.9,0.0,6,1.4,Shunyi,2013-03-03 07:00:00,62.5,2,0.9659258262890683,-0.25881904510252063,6,1,108.0,10.0,73.0,2500.0,3.0,-4.1,1018.7,-11.4,0.0,0.8,92.0,11.0,82.0,3000.0,5.0,-3.8,1019.5,-10.9,0.0,1.1,,12.0,31.0,700.0,49.0,-2.7,1032.3,-16.4,0.0,1.3,False,2013-03-03,88.0,120.0,2,Unhealthy,True
